slug,nom,nationalite,poste,statut,club,ligue,pays_club,ville_club,continent,est_etranger
petar-atanaseivik,Petar Atanaseivik,Macedonia,Left Wing,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
cvetan-kuzmanovski,Cvetan Kuzmanovski,Macedonia,Left Wing,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
bogdan-radivojevic,Bogdan  Radivojević,Serbia,Right Wing,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,TRUE
rudolph-hackbarth,Rudolph  Hackbarth,Brazil,Right Wing,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Hors-Europe,TRUE
zarko-pesevski,Žarko  Peševski,Macedonia,Line Player,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
samoil-ristevski,Samoil Ristevski,Macedonia,Line Player,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
khales-ibrahim,Khales Ibrahim,Egypt,Line Player,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Hors-Europe,TRUE
ilija-abutovic,Ilija  Abutović,Serbia,Left Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,TRUE
filip-kuzmanovski,Filip  Kuzmanovski,Macedonia,Left Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
nik-henigman,Nik  Henigman,Slovenia,Left Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,TRUE
domen-tajnik,Domen  Tajnik,Slovenia,Centre Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,TRUE
mirche-kalajdjieski,Mirce Kalajdjieski,Macedonia,Centre Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
pavle-atanasijevikj,Pavle Atanasijevikj,Macedonia,Centre Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,FALSE
alem-hadzic,Alem Hadzic,Bosnia-Herzegovina,Centre Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,TRUE
oussama-hosni,Oussama Hosni,Tunisia,Right Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Hors-Europe,TRUE
andrzej-widomski,Andrzej Widomski,Poland,Right Back,active,RK Eurofarm Pelister,Macedonian Super Liga (North Macedonia),Macedonia,Bitola,Europe,TRUE
lukas-wallinder,Lukas  Wallinder,Sweden,Goalkeeper,active,IF Hallby HK,Handbollsligan (Sweden),Sweden,Jönköping,Europe,FALSE
marcus-holmen,Marcus  Holmén,Sweden,Goalkeeper,active,IF Hallby HK,Handbollsligan (Sweden),Sweden,Jönköping,Europe,FALSE
ludvig-hogberg,Ludvig  Högberg,Sweden,Left Wing,active,IF Hallby HK,Handbollsligan (Sweden),Sweden,Jönköping,Europe,FALSE
robert-ladan,Robert Ladan,Sweden,Left Wing,active,IF Hallby HK,Handbollsligan (Sweden),Sweden,Jönköping,Europe,FALSE
charles-hugosson,Charles  Hugosson,Sweden,Right Wing,active,IF Hallby HK,Handbollsligan (Sweden),Sweden,Jönköping,Europe,FALSE
